Latitude,Longitude,BranchName,LogoUrl,BranchId,ManagerName,Phone,Hours/0/Day,Hours/0/Open,Hours/0/Close,Hours/1/Day,Hours/1/Open,Hours/1/Close,Hours/2/Day,Hours/2/Open,Hours/2/Close,Hours/3/Day,Hours/3/Open,Hours/3/Close,Hours/4/Day,Hours/4/Open,Hours/4/Close,Hours/5/Day,Hours/5/Open,Hours/5/Close,Hours/6/Day,Hours/6/Open,Hours/6/Close,City,NetworkId,NetworkName,Address,Logos/0,Departments/4,Logos/1,Departments/1,Departments/9,Logos/2,Logos/3,Departments/7,Logos/4,Logos/5,Logos/6,Logos/7,Logos/8,Departments/8,Departments/10,Departments/12,Departments/13,Departments/14,Departments/15,Departments/17,Departments/19
32.0929382,34.9681093,שלי ראש העין- ז'בוטינסקי,/umbracoContent/Images/Branches/NetworkLogos/1.png,109,מאגד ותד,03-9023937,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,22:30,ו,7:00,14:30,,,,ראש העין,1,שופרסל שלי,2 משה דיין,,,,,,,,,,,,,,,,,,,,,
31.9673936,34.7851612,"דיל ראשל""צ- גולדה מאיר",/umbracoContent/Images/Branches/NetworkLogos/2.png,113,יוליה איסטומין,03-9522940,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,23:00,ו,7:00,14:30,ש,18:45,22:00,ראשון לציון,2,שופרסל דיל,1 גולדה מאיר,,,,,,,,,,,,,,,,,,,,,
32.095807,34.776084,אקספרס דיזינגוף,/umbracoContent/Images/Branches/NetworkLogos/7.png,115,דניאל וקסלר,039551607,א,6:30,23:00,ב,6:30,23:00,ג,6:30,23:00,ד,6:30,23:00,ה,6:30,23:00,ו,6:30,15:30,ש,18:45,23:00,תל אביב,7,שופרסל אקספרס,279 דיזינגוף,,,,,,,,,,,,,,,,,,,,,
31.9059985,35.0192993,דיל מודיעין- סנטר,/umbracoContent/Images/Branches/NetworkLogos/2.png,119,מירב אלבחרי,08-9724126,א,7:30,22:00,ב,7:30,22:00,ג,7:30,22:00,ד,7:30,22:00,ה,7:30,22:30,ו,6:30,14:30,ש,18:45,22:00,מודיעין,2,שופרסל דיל,21   צאלון,,,,,,,,,,,,,,,,,,,,,
32.1721909,34.9044279,אקספרס אוסטשינסקי  כ.סבא,/umbracoContent/Images/Branches/NetworkLogos/7.png,171,יחזקאל הירשמן,09-9519355,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,כפר סבא,7,שופרסל אקספרס,15 אוסטשינסקי,,,,,,,,,,,,,,,,,,,,,
31.258872,35.208972,דיל ערד- קניון,/umbracoContent/Images/Branches/NetworkLogos/2.png,174,אבי לוי,08-9971164,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,23:00,ו,7:30,14:30,ש,18:45,22:00,ערד,2,שופרסל דיל,29 הקנאים,,,,,,,,,,,,,,,,,,,,,
32.7872786,35.540761,אקספרס טבריה,/umbracoContent/Images/Branches/NetworkLogos/7.png,175,אוריאל מונסטרסקי,04-6792588,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:00,ו,7:00,15:30,,,,טבריה,7,שופרסל אקספרס,6 הבנים,,,,,,,,,,,,,,,,,,,,,
30.6127950,34.8026040,דיל מצפה רמון- בן גוריון,/umbracoContent/Images/Branches/NetworkLogos/2.png,177,דודו דרעי,08-6588406,א,8:00,20:00,ב,8:00,20:00,ג,8:00,20:00,ד,8:00,20:30,ה,7:30,21:00,ו,7:00,14:30,,,,מצפה רמון,2,שופרסל דיל,2 שד' בן גוריון,,,,,,,,,,,,,,,,,,,,,
32.0741631,34.8228148,"אקספרס שד ירושלים ר""ג",/umbracoContent/Images/Branches/NetworkLogos/7.png,179,אהרון בר,03-7730255,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:30,ה,6:30,21:00,ו,6:30,15:30,ש,18:45,23:00,רמת גן,7,שופרסל אקספרס,152 הרואה,,,,,,,,,,,,,,,,,,,,,
32.840073,35.079994,דיל ק.מוצקין- בן גוריון,/umbracoContent/Images/Branches/NetworkLogos/2.png,180,חוה זיו,04-8762397,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,22:00,ו,7:00,14:30,ש,18:45,22:00,קרית מוצקין,2,שופרסל דיל,84 שד' בן גוריון,,,,,,,,,,,,,,,,,,,,,
31.667683,34.581803,דיל אשקלון- רמז,/umbracoContent/Images/Branches/NetworkLogos/2.png,181,אושרת וטורי,08-6722121,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,22:00,ה,8:00,23:00,ו,7:00,14:30,ש,18:45,22:00,אשקלון,2,שופרסל דיל,39 דוד רמז,,,,,,,,,,,,,,,,,,,,,
31.074239,35.031423,דיל דימונה- גולדה מאיר,/umbracoContent/Images/Branches/NetworkLogos/2.png,182,ויאצ'סלב דוידוב,08-6555454,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,23:00,ו,7:00,14:30,ש,18:45,22:00,דימונה,2,שופרסל דיל,1 גולדה מאיר,,,,,,,,,,,,,,,,,,,,,
31.793049,34.640119,דיל אשדוד- הרצל,/umbracoContent/Images/Branches/NetworkLogos/2.png,183,רינה סתיו,08-8651888,א,7:30,22:00,ב,7:30,22:00,ג,7:30,22:00,ד,7:30,22:00,ה,7:30,23:00,ו,7:00,14:30,ש,18:45,22:00,אשדוד,2,שופרסל דיל,1 רח' הרצל,,,,,,,,,,,,,,,,,,,,,
31.961768,34.799993,"דיל ראשל""צ- זבוטינסקי",/umbracoContent/Images/Branches/NetworkLogos/2.png,184,אינה איפראימוב,03-9670041,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,21:00,ה,8:00,22:00,ו,7:00,14:30,,,,ראשון לציון,2,שופרסל דיל,16 זבוטינסקי,,,,,,,,,,,,,,,,,,,,,
32.8158611,34.9798831,אקספרס התשבי,/umbracoContent/Images/Branches/NetworkLogos/7.png,186,טלי מכלוף,04-7741269,א,6:30,20:30,ב,6:30,20:30,ג,6:30,20:30,ד,6:30,20:30,ה,6:30,20:30,ו,6:30,15:30,,,,חיפה,7,שופרסל אקספרס,9 התשבי,,,,,,,,,,,,,,,,,,,,,
31.7714759,35.3006227,דיל מעלה אדומים,/umbracoContent/Images/Branches/NetworkLogos/2.png,187,מחמד מחיסן,02-6322125,א,9:00,21:00,ב,9:00,21:00,ג,9:00,21:00,ד,9:00,22:00,ה,9:00,23:00,ו,8:00,14:30,ש,18:45,22:00,מעלה אדומים,2,שופרסל דיל,5 דרך קדם,/umbracoContent/Images/Branches/DepartmentsLogos/4.png,גרין,,,,,,,,,,,,,,,,,,,
30.987638,34.927942,דיל ירוחם- צבי בורנשטיין,/umbracoContent/Images/Branches/NetworkLogos/2.png,188,דני סרור,08-6580346,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,22:00,ו,6:30,14:30,,,,ירוחם,2,שופרסל דיל,צבי בורנשטין,,,,,,,,,,,,,,,,,,,,,
32.476284,34.9742517,דיל פרדס חנה,/umbracoContent/Images/Branches/NetworkLogos/2.png,189,בוריס ינובסקי,04-6338631,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,22:00,ה,7:00,23:00,ו,7:00,14:30,,,,פרדס חנה,2,שופרסל דיל,17  רחוב הבנים,,,,,,,,,,,,,,,,,,,,,
32.981331,35.556246,דיל חצור- הגלילית,/umbracoContent/Images/Branches/NetworkLogos/2.png,190,סעיד גנאים,04-6931835,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,22:00,ו,7:00,14:30,,,,חצור הגלילית,2,שופרסל דיל,קניון גליל עליון,,,,,,,,,,,,,,,,,,,,,
32.086488,34.781389,שלי-אבן גבירול,/umbracoContent/Images/Branches/NetworkLogos/1.png,196,אריק גבריאל,03-5278806,א,7:30,21:30,ב,7:30,21:30,ג,7:30,21:30,ד,7:30,21:30,ה,7:30,21:30,ו,7:30,14:30,,,,תל אביב,1,שופרסל שלי,124 אבן גבירול,,,,,,,,,,,,,,,,,,,,,
32.028941,34.7430173,דיל בת ים- בלפור,/umbracoContent/Images/Branches/NetworkLogos/2.png,199,גדעון סלע,03-5089432,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,22:00,ה,7:00,22:00,ו,7:00,14:30,,,,בת ים,2,שופרסל דיל,25 בלפור,,,,,,,,,,,,,,,,,,,,,
31.7199249,35.0917502,אקספרס צור הדסה,/umbracoContent/Images/Branches/NetworkLogos/7.png,293,חן אטיאס,025848076,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:00,,,,צור הדסה,7,שופרסל אקספרס,2 הדרור,,,,,,,,,,,,,,,,,,,,,
32.0785,34.839967,יש חסד בני ברק-שלמה המלך,/umbracoContent/Images/Branches/NetworkLogos/6.png,295,אפרים פישל רוט,03-6776250,א,10:30,23:00,ב,10:30,23:00,ג,10:30,23:00,ד,10:30,24:00,ה,10:30,24:00,ו,7:30,14:30,,,,בני ברק,6,יש,12   שלמה המלך,,,,,,,,,,,,,,,,,,,,,
31.712476,34.987987,יש חסד בית שמש- מ. מסחרי,/umbracoContent/Images/Branches/NetworkLogos/6.png,606, ,02-9998424,א,7:30,23:00,ב,7:30,23:00,ג,7:30,23:00,ד,7:30,24:00,ה,7:30,24:00,ו,7:30,14:30,ש,21:00,24:00,בית שמש,6,יש,2 נחל צאלים,,,,,,,,,,,,,,,,,,,,,
31.929553,35.037795,יש חסד מודיעין עלי-ק.ספר,/umbracoContent/Images/Branches/NetworkLogos/6.png,607, ,08-9743840,א,7:30,23:00,ב,7:30,23:00,ג,7:30,23:00,ד,7:30,24:00,ה,7:30,24:00,ו,7:30,14:30,,,,קרית ספר,6,יש,46 אבני נזר,,,,,,,,,,,,,,,,,,,,,
31.79156,35.190436,יש חסד ירושלים-גבעת שאול,/umbracoContent/Images/Branches/NetworkLogos/6.png,608, ,02-6513567,א,7:30,23:00,ב,7:30,23:00,ג,7:30,23:00,ד,7:30,24:00,ה,7:30,24:00,ו,7:30,14:30,ש,21:00,24:00,גבעת שאול ים,6,יש,2 נאג'רה,,,,,,,,,,,,,,,,,,,,,
32.052067,34.950428,יש חסד אלעד-ניסים גאון,/umbracoContent/Images/Branches/NetworkLogos/6.png,609, ,03-9331638,א,7:30,23:00,ב,7:30,23:00,ג,7:30,23:00,ד,7:30,24:00,ה,7:30,24:00,ו,7:30,14:30,ש,21:00,24:00,אלעד,6,יש,79 ניסים גאון,,,,,,,,,,,,,,,,,,,,,
31.811315,35.21738,יש חסד ירושלים- רמת שלמה,/umbracoContent/Images/Branches/NetworkLogos/6.png,610, ,02-5870977,א,7:30,23:00,ב,7:30,23:00,ג,7:30,23:00,ד,7:30,24:00,ה,7:30,24:00,ו,7:30,14:30,ש,21:00,24:00,ירושלים,6,יש,22 ברכת אברהם,,,,,,,,,,,,,,,,,,,,,
32.090167,34.837708,יש חסד בני ברק- השומר,/umbracoContent/Images/Branches/NetworkLogos/6.png,611, ,03-6166313,א,7:30,23:00,ב,7:30,23:00,ג,7:30,23:00,ד,7:30,24:00,ה,7:30,24:00,ו,7:30,14:30,ש,21:00,24:00,בני ברק,6,יש,10 השומר,,,,,,,,,,,,,,,,,,,,,
32.070315,34.823377,אקספרס רמת גן נגבה,/umbracoContent/Images/Branches/NetworkLogos/7.png,844, ,037330245,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,22:00,ו,6:30,15:30,,,,רמת גן,7,שופרסל אקספרס,8 נגבה,,,,,,,,,,,,,,,,,,,,,
32.1746953,34.903589,"אקספרס כ""ס נחשון",/umbracoContent/Images/Branches/NetworkLogos/7.png,845, ,097441712,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,כפר סבא,7,שופרסל אקספרס,10 נחשון,,,,,,,,,,,,,,,,,,,,,
32.14259,34.891786,שלי הוד השרון- ק מרגלית,/umbracoContent/Images/Branches/NetworkLogos/1.png,101,מוחמד אבו עסבה,09-7404280,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,22:00,ו,7:00,14:30,ש,18:45,22:00,הוד השרון,1,שופרסל שלי,זבוטינסקי 3 קניו,,,,,,,,,,,,,,,,,,,,,
32.008401,34.745649,דיל בת ים- אורט ישראל,/umbracoContent/Images/Branches/NetworkLogos/2.png,124,ויקטוריה פטיחובסקי,03-5282927,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,23:00,ה,8:00,23:00,ו,7:00,14:30,ש,18:45,22:00,בת ים,2,שופרסל דיל,25 אורט ישראל,,,,,,,,,,,,,,,,,,,,,
32.16001,34.806925,דיל הרצליה- המנופים,/umbracoContent/Images/Branches/NetworkLogos/2.png,125,וגדי עסלי,09-9581837,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,22:00,ה,8:00,22:00,ו,7:30,14:30,,,,הרצליה,2,שופרסל דיל,9 המנופים,,,,,,,,,,,,,,,,,,,,,
32.785272,34.962508,דיל טירת הכרמל- נחום חת,/umbracoContent/Images/Branches/NetworkLogos/2.png,128,כרם סלים,04-8500626,א,8:00,23:00,ב,8:00,23:00,ג,8:00,23:00,ד,8:00,23:00,ה,8:00,24:00,ו,7:00,14:30,ש,18:45,23:00,טירת הכרמל,2,שופרסל דיל,5 נחום חת,,,,,,,,,,,,,,,,,,,,,
32.045813,34.906363,יש חסד בארות יצחק- פאוור,/umbracoContent/Images/Branches/NetworkLogos/6.png,300,מחמד סלאמה,03-9094058,א,10:00,22:00,ב,10:00,22:00,ג,10:00,23:00,ד,10:00,24:00,ה,10:00,24:00,ו,7:30,15:00,,,,בארות יצחק,6,יש,בארות יצחק,,,,,,,,,,,,,,,,,,,,,
32.8022791,34.9853553,שלי חיפה- קלר,/umbracoContent/Images/Branches/NetworkLogos/1.png,302,חיים חנוכה,04-8371639,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,20:00,ה,7:00,21:00,ו,7:00,14:30,,,,חיפה,1,שופרסל שלי,7 קלר,,,,,,,,,,,,,,,,,,,,,
32.714313,35.124425,שלי טבעון- יהודה הנשיא,/umbracoContent/Images/Branches/NetworkLogos/1.png,303,פנחס גבאי,04-9831249,א,7:30,19:30,ב,7:30,19:30,ג,7:30,19:30,ד,7:30,19:30,ה,7:30,20:00,ו,7:00,14:30,,,,קרית טבעון,1,שופרסל שלי,יהודה הנשיא,,,,,,,,,,,,,,,,,,,,,
32.094127,34.7928279,"אקספרס ת""א- יהודה המכבי",/umbracoContent/Images/Branches/NetworkLogos/7.png,305,בני זבליאנוב,03-6024343,א,6:30,23:00,ב,6:30,23:00,ג,6:30,23:00,ד,6:30,23:00,ה,6:30,23:00,ו,6:30,15:30,ש,18:45,23:00,תל אביב,7,שופרסל אקספרס,81 יהודה מכבי,,,,,,,,,,,,,,,,,,,,,
32.789778,35.013164,יש נוה שאנן חיפה- חניתה,/umbracoContent/Images/Branches/NetworkLogos/6.png,306,נאסר שרקיה,04-8221191,א,7:30,21:00,ב,7:30,21:00,ג,7:30,21:00,ד,7:30,22:00,ה,7:30,22:00,ו,7:30,15:00,,,,חיפה,6,יש,64 רח' חניתה,,,,,,,,,,,,,,,,,,,,,
32.6944805,35.4160699,דיל כפר תבור,/umbracoContent/Images/Branches/NetworkLogos/2.png,255,אורלי בללי,046930807,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,21:00,ה,8:00,22:00,ו,7:00,14:30,,,,כפר תבור,2,שופרסל דיל,2 רחוב הבזלת,,,,,,,,,,,,,,,,,,,,,
32.81289,35.100716,יש קרית אתא- זבולון,/umbracoContent/Images/Branches/NetworkLogos/6.png,307,גד אביגד,04-8447487,א,7:30,21:00,ב,7:30,21:00,ג,7:30,21:00,ד,7:30,22:00,ה,7:30,22:00,ו,7:00,15:00,,,,קרית אתא,6,יש,4 רח.זבולון,,,,,,,,,,,,,,,,,,,,,
32.813630,35.115796,שלי קרית אתא- איינשטין,/umbracoContent/Images/Branches/NetworkLogos/1.png,308,אמה שסטופלוב,04-8456518,א,7:30,20:00,ב,7:30,20:00,ג,7:30,20:00,ד,7:30,20:00,ה,7:30,20:00,ו,7:00,14:30,,,,קרית אתא,1,שופרסל שלי,20 איינשטיין,,,,,,,,,,,,,,,,,,,,,
32.8286026,35.0600005,שלי קרית חיים- דגניה,/umbracoContent/Images/Branches/NetworkLogos/1.png,310,אשר קלינגר,04-8417335,א,7:30,19:30,ב,7:30,19:30,ג,7:30,19:30,ד,7:30,20:00,ה,7:30,20:00,ו,7:30,14:30,,,,קרית חיים,1,שופרסל שלי,14 ד.דגניה,,,,,,,,,,,,,,,,,,,,,
31.9032733,34.8122236,אקספרס רחובות- בוסתנאי,/umbracoContent/Images/Branches/NetworkLogos/7.png,311,אריק לייבוביץ,08-9319955,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,רחובות,7,שופרסל אקספרס,14 בוסתנאי,,,,,,,,,,,,,,,,,,,,,
32.825495,34.9830057,דיל חיפה- קרית אליעזר,/umbracoContent/Images/Branches/NetworkLogos/2.png,312,אבי אגמון,04-8517826,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:00,ו,7:00,14:30,,,,חיפה,2,שופרסל דיל,9   ככר מאירהוף,,,,,,,,,,,,,,,,,,,,,
33.0009766,35.0971756,דיל נהריה- לוחמי הגטאות,/umbracoContent/Images/Branches/NetworkLogos/2.png,121,גלית אליאספור,04-9513303,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,23:00,ו,7:00,14:30,,,,נהריה,2,שופרסל דיל,36 לוחמי הגטאות,,,,,,,,,,,,,,,,,,,,,
32.400506,34.90247,"שלי קרית חיים-אח""י אילת",/umbracoContent/Images/Branches/NetworkLogos/1.png,313,אבידור כהן,04-8720476,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,20:00,ה,7:00,20:00,ו,7:00,14:30,,,,קרית חיים,1,שופרסל שלי,"20 שד.אח""י אילת",,,,,,,,,,,,,,,,,,,,,
32.78478,34.9936664,יש  חיפה- צרפת,/umbracoContent/Images/Branches/NetworkLogos/6.png,314,גיל גביזון,04-8314823,א,7:30,21:00,ב,7:30,21:00,ג,7:30,21:00,ד,7:30,22:00,ה,7:30,22:00,ו,7:30,15:00,,,,חיפה,6,יש,11 דרך צרפת,,,,,,,,,,,,,,,,,,,,,
32.2735509,34.8738304,אקספרס כפר נטר,/umbracoContent/Images/Branches/NetworkLogos/7.png,315,ציון מור,09 8990865,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:00,ו,7:00,15:30,,,,כפר נטר,7,שופרסל אקספרס,17 ההדרים,,,,,,,,,,,,,,,,,,,,,
32.832966,35.073015,שלי קרית מוצקין-שד ויצמן,/umbracoContent/Images/Branches/NetworkLogos/1.png,316,גל שגב,04-8719545,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,20:00,ה,7:00,20:00,ו,7:00,14:30,,,,קרית מוצקין,1,שופרסל שלי,1 שד. ויצמן,,,,,,,,,,,,,,,,,,,,,
32.517149,35.006543,אקספרס גבעת עדה,/umbracoContent/Images/Branches/NetworkLogos/7.png,317,גיא ספיאשוילי,04-6359984,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,גבעת עדה,7,שופרסל אקספרס,67 חי,,,,,,,,,,,,,,,,,,,,,
32.8228806,35.07549,אקספרס קריית חיים,/umbracoContent/Images/Branches/NetworkLogos/7.png,304, ,04-8411835,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,20:00,ה,7:00,20:00,ו,6:30,15:30,,,,קרית חיים,7,שופרסל אקספרס,24 ציזלינג אהרון,,,,,,,,,,,,,,,,,,,,,
32.708317,35.324113,שלי רסקו נוף הגליל-הדקל,/umbracoContent/Images/Branches/NetworkLogos/1.png,323,מתתיהו איפרגן,04-6554639,א,8:00,19:30,ב,8:00,19:30,ג,8:00,19:30,ד,8:00,19:30,ה,8:00,19:30,ו,7:30,14:30,,,,נוף הגליל,1,שופרסל שלי,מרכז מסחרי רסקו,,,,,,,,,,,,,,,,,,,,,
32.9375121,35.0758353,שלי עכו- שפירא,/umbracoContent/Images/Branches/NetworkLogos/1.png,319,אינה גרנקין,04-9815043,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,20:00,ה,7:00,20:00,ו,7:00,14:30,,,,עכו,1,שופרסל שלי,28 רח.משה שפירא,,,,,,,,,,,,,,,,,,,,,
32.050016,34.875605,אקספרס סביון- השקמה,/umbracoContent/Images/Branches/NetworkLogos/7.png,324,אבי גרוסמן,03-5343114,א,6:30,20:00,ב,6:30,20:00,ג,6:30,20:00,ד,6:30,20:00,ה,6:30,20:00,ו,6:00,15:30,,,,סביון,7,שופרסל אקספרס,1 השקמה,,,,,,,,,,,,,,,,,,,,,
32.0364164,34.7628409,אקספרס חולון - וולפסון,/umbracoContent/Images/Branches/NetworkLogos/7.png,318,אמיר אבלאסי,03-6320583,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:00,ו,7:00,15:30,,,,חולון,7,שופרסל אקספרס,62 הלוחמים,,,,,,,,,,,,,,,,,,,,,
31.9361645,34.7964321,אקספרס ששת הימים נס ציונ,/umbracoContent/Images/Branches/NetworkLogos/7.png,325,אורן וקסמן,088664225,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,נס ציונה,7,שופרסל אקספרס,1 ששת הימים,,,,,,,,,,,,,,,,,,,,,
32.8078263,34.9763453,אקספרס האילנות,/umbracoContent/Images/Branches/NetworkLogos/7.png,328,אשר ויספיש,049557443,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,חיפה,7,שופרסל אקספרס,2 האילנות,,,,,,,,,,,,,,,,,,,,,
32.6427318,35.0923009,יש יוקנעם עילית-היובלים,/umbracoContent/Images/Branches/NetworkLogos/6.png,329,סלומון תורגמן,04-9892152,א,7:30,21:00,ב,7:30,21:00,ג,7:30,21:00,ד,7:30,22:00,ה,7:30,22:00,ו,7:30,15:00,,,,יוקנעם,6,יש,מ.מסחרי יקנעם על,,,,,,,,,,,,,,,,,,,,,
31.884666,34.737795,דיל יבנה- ברוש דרך הים,/umbracoContent/Images/Branches/NetworkLogos/2.png,122,אהרון בלוקה,08-9428160,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,22:00,ה,8:00,22:30,ו,7:00,14:30,ש,18:45,22:00,יבנה,2,שופרסל דיל,3 דרך הים,,,,,,,,,,,,,,,,,,,,,
29.567833,34.959124,דיל אילת  הסתת,/umbracoContent/Images/Branches/NetworkLogos/2.png,118,אבנר לוי,08-6318338/659,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,23:00,ה,8:00,24:00,ו,7:00,14:30,ש,18:45,22:00,אילת,2,שופרסל דיל,הסתת 15 א תעשיה,,,,,,,,,,,,,,,,,,,,,
32.074316,34.790904,"דיל ת""א- השלום",/umbracoContent/Images/Branches/NetworkLogos/2.png,132,שלמה משה,03-6095050,א,7:30,22:00,ב,7:30,22:00,ג,7:30,22:00,ד,7:30,22:00,ה,7:30,23:00,ו,7:30,14:30,,,,תל אביב,2,שופרסל דיל,132דרך מנחם בגין,,,,,,,,,,,,,,,,,,,,,
32.284203,34.859412,דיל אקסטרה נתניה- המלאכה,/umbracoContent/Images/Branches/NetworkLogos/4.gif,129,שושנה אלבז,09-8635333,א,9:00,22:00,ב,9:00,22:00,ג,9:00,22:00,ד,9:00,23:00,ה,9:00,24:00,ו,8:00,14:30,ש,18:45,22:00,נתניה,4,שופרסל דיל אקסטרה,32 רח' המלאכה,,,,,,,,,,,,,,,,,,,,,
32.011686,34.778473,דיל חולון- גולדה,/umbracoContent/Images/Branches/NetworkLogos/2.png,123,מירב אורגץ,03-5057252,א,8:30,22:00,ב,8:30,22:00,ג,8:30,22:00,ד,8:30,22:30,ה,8:30,22:30,ו,7:00,14:30,ש,18:45,22:00,חולון,2,שופרסל דיל,7  גולדה מאיר,/umbracoContent/Images/Branches/DepartmentsLogos/4.png,גרין,,,,,,,,,,,,,,,,,,,
32.0789722,34.8118239,שלי גבעתיים- מכתש,/umbracoContent/Images/Branches/NetworkLogos/1.png,116,סמי דה קמחי,03-6704405/6,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,22:00,ה,7:00,22:00,ו,7:00,14:30,,,,גבעתיים,1,שופרסל שלי,54 בורוכוב,/umbracoContent/Images/Branches/DepartmentsLogos/4.png,גרין,,,,,,,,,,,,,,,,,,,
32.16593,34.901655,אקספרס הוד השרון סוקולוב,/umbracoContent/Images/Branches/NetworkLogos/7.png,131,לירון צורדקר,097656088,א,7:00,20:30,ב,7:00,20:30,ג,7:00,20:30,ד,7:00,20:30,ה,7:00,20:30,ו,6:30,15:30,ש,18:45,21:00,הוד השרון,7,שופרסל אקספרס,37 סוקולוב,,,,,,,,,,,,,,,,,,,,,
32.175415,34.914401,אקספרס כפר סבא תל-חי,/umbracoContent/Images/Branches/NetworkLogos/7.png,140,גילי אנקונינה,098611398,א,8:30,21:00,ב,8:30,21:00,ג,8:30,21:00,ד,8:00,22:00,ו,8:00,14:00,ש,19:00,22:00,,,,כפר סבא,7,שופרסל אקספרס,תל חי,,,,,,,,,,,,,,,,,,,,,
32.6424026,35.0946188,דיל יוקנעם- שדרות רבין,/umbracoContent/Images/Branches/NetworkLogos/2.png,141,דורון שפירא,04-9890705,א,7:30,21:30,ב,7:30,21:30,ג,7:30,21:30,ד,7:30,22:30,ה,7:30,22:30,ו,7:30,14:30,ש,18:45,22:00,יוקנעם,2,שופרסל דיל,9 שדרות רבין,,,,,,,,,,,,,,,,,,,,,
32.7879148,34.9881087,אקספרס חיפה מוריה,/umbracoContent/Images/Branches/NetworkLogos/7.png,143,צור דוד,04-8868482,א,6:30,20:00,ב,6:30,20:00,ג,6:30,20:00,ד,6:30,20:00,ה,6:30,21:30,ו,6:30,15:30,,,,חיפה,7,שופרסל אקספרס,128 שדרות מוריה,/umbracoContent/Images/Branches/DepartmentsLogos/1.png,גרין,/umbracoContent/Images/Branches/DepartmentsLogos/4.png,מכבדים תווי קניה,גישה נגישה,/umbracoContent/Images/Branches/DepartmentsLogos/7.png,/umbracoContent/Images/Branches/DepartmentsLogos/logos_default.png,משלוחים,,,,,,,,,,,,,
32.1922595,34.8924675,דיל שבירו כפר סבא,/umbracoContent/Images/Branches/NetworkLogos/2.png,144,יהודה גולדשטיין,098651302,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,23:00,ה,8:00,23:00,ו,7:00,14:00,ש,18:45,22:00,כפר סבא,2,שופרסל דיל,10 רפפורט,,,,,,,,,,,,,,,,,,,,,
